sample_id,mission_day,terrain_type,latitude,longitude,distance_to_rover_m,battery_remaining_pct,comm_delay_s,radiation_msv_h,temperature_c,spectral_ice_index,spectral_metal_index,image_confidence,storage_remaining_kg,sample_mass_g,slope_deg,scientific_value_score,priority_label
AST-1068,8,gelo_suspeito,3.98536,70.27734,693.86,51.03,7.1,1.386,31.57,0.368,0.129,0.854,7.62,171.1,10.46,49.38,Alta
AST-1069,16,regolitho,30.14978,147.63228,417.85,47.46,9.2,2.105,-83.62,0.471,0.343,0.708,3.83,27.1,15.34,35.33,Media
AST-1070,26,cratera,-32.46444,-114.83645,714.69,55.63,5.5,3.592,-25.37,0.151,0.499,0.888,4.1,224.3,14.37,32.15,Media
AST-1071,7,poeira_fina,8.50209,-38.57118,658.75,53.14,10.07,1.508,-100.91,0.119,0.724,0.611,3.39,98.9,15.3,16.54,Baixa
AST-1072,23,basalto,-2.95854,52.96276,631.13,35.75,7.55,1.407,-64.83,0.424,0.252,0.779,2.85,162.2,8.19,29.7,Media
AST-1073,23,cratera,-33.58172,-28.92291,624.19,50.27,7.9,2.566,-95.74,0.633,0.4,0.786,3.66,155.0,18.69,37.84,Media
AST-1074,27,poeira_fina,-17.53163,-117.06518,295.75,66.79,7.0,1.397,-50.8,0.142,0.14,0.843,5.23,147.6,11.55,20.76,Baixa
AST-1075,9,poeira_fina,-26.70603,-169.53422,1477.54,84.79,6.44,1.346,-56.43,0.304,0.461,0.677,5.33,84.2,1.28,42.38,Media
AST-1076,7,cratera,-19.82441,-33.62467,486.3,71.98,6.84,3.015,-66.61,0.084,0.573,0.574,4.71,38.4,14.8,27.96,Baixa
AST-1077,17,basalto,-15.78008,53.71525,1857.9,15.21,6.85,2.765,-27.42,0.441,0.56,0.809,3.89,89.9,11.67,31.07,Media
AST-1078,16,basalto,-6.90856,26.63431,352.21,73.54,8.86,2.554,-73.88,0.137,0.534,0.848,3.61,190.4,6.0,36.53,Media
AST-1079,13,gelo_suspeito,2.03276,-123.75315,2129.14,51.95,7.57,1.454,-48.85,0.782,0.364,0.901,3.02,65.4,8.03,49.55,Alta
AST-1080,24,cratera,-34.9307,-17.75036,579.26,70.16,3.62,1.411,-35.02,0.368,0.347,0.751,3.52,96.6,11.63,46.95,Alta
AST-1081,24,regolitho,-23.66914,-46.99042,1371.35,61.75,3.78,1.467,-99.53,0.089,0.434,0.875,2.49,168.0,9.29,18.34,Baixa
AST-1082,8,poeira_fina,-28.45035,-81.28714,829.47,58.53,3.29,1.115,-78.96,0.373,0.533,0.843,6.2,88.5,23.31,40.16,Media
AST-1083,24,poeira_fina,3.47714,82.53765,261.37,60.16,8.05,1.479,-56.49,0.584,0.462,0.935,6.87,115.1,25.63,47.37,Alta
AST-1084,7,metalico,-11.96476,-68.52527,273.81,61.6,4.16,1.16,-40.36,0.145,0.925,0.784,1.59,149.5,0.0,62.99,Alta
AST-1085,13,poeira_fina,3.38784,14.4511,455.31,86.2,7.49,1.554,-18.21,0.236,0.582,0.6,4.7,160.5,14.42,31.74,Media
AST-1086,1,gelo_suspeito,-19.47237,152.36047,554.94,61.65,7.2,0.982,-64.04,0.598,0.473,0.783,4.68,87.4,17.68,62.7,Alta
AST-1087,11,metalico,-33.30395,14.13935,736.44,81.54,6.88,0.881,-66.86,0.235,0.812,0.8,4.59,152.8,9.49,56.36,Alta
AST-1088,29,metalico,30.89568,42.12825,956.06,78.92,8.15,2.719,-82.43,0.396,0.607,0.847,3.47,166.9,17.5,42.77,Alta
AST-1089,14,basalto,-27.41843,-153.63144,669.0,74.01,7.33,1.014,-48.76,0.236,0.545,0.621,5.73,75.0,22.58,32.24,Media
AST-1090,22,basalto,-26.11989,-115.87171,921.42,29.84,1.2,1.569,-66.32,0.381,0.453,0.756,4.87,156.8,1.4,52.05,Alta
AST-1091,4,regolitho,-24.74172,-143.65757,1026.13,82.1,6.52,2.41,-65.67,0.351,0.648,0.885,5.75,105.6,11.94,47.78,Alta
AST-1092,20,gelo_suspeito,33.68936,95.33266,647.53,53.76,7.9,2.367,-60.63,0.54,0.35,0.779,3.27,151.8,24.7,45.98,Alta
AST-1093,12,cratera,8.23622,120.93159,1169.67,74.88,10.94,2.993,-42.55,0.386,0.296,0.756,2.36,184.8,8.27,22.19,Baixa
AST-1094,23,regolitho,7.7203,-112.87609,1345.47,44.49,11.17,1.797,-73.78,0.295,0.609,0.99,4.91,135.3,10.19,26.42,Baixa
AST-1095,28,basalto,34.06887,-101.06217,1043.89,40.67,4.25,2.172,-79.62,0.379,0.176,0.672,2.95,195.2,7.86,27.59,Baixa
AST-1096,16,cratera,-28.80929,-63.64538,1084.05,97.57,6.5,3.503,-45.91,0.209,0.282,0.926,5.78,188.5,22.96,31.19,Media
AST-1097,4,regolitho,33.21506,32.78794,865.94,44.77,3.67,1.899,-142.72,0.45,0.555,0.902,1.32,194.9,19.34,41.35,Media
AST-1098,15,metalico,-20.71908,43.84663,1561.19,82.63,10.96,0.686,-74.9,0.553,0.595,0.765,3.64,167.2,12.14,49.94,Alta
AST-1099,4,poeira_fina,8.61501,67.23143,748.58,64.13,9.26,1.236,-90.24,0.207,0.391,0.786,3.44,205.5,11.23,21.7,Baixa
AST-1100,14,regolitho,-5.59415,145.86939,461.77,54.44,7.6,2.145,-24.31,0.061,0.687,0.786,3.83,166.2,0.0,34.83,Media
AST-1101,2,regolitho,-8.12337,-73.78555,764.41,61.19,7.41,1.183,-70.35,0.193,0.419,0.81,4.67,53.3,20.96,21.73,Baixa
AST-1102,20,cratera,30.18703,57.15324,265.41,38.58,9.73,3.568,-73.7,0.246,0.441,0.725,4.85,101.4,12.87,26.09,Baixa
AST-1103,10,metalico,-24.55406,21.50022,237.84,61.75,9.33,1.524,-59.36,0.353,0.612,0.743,5.2,133.4,10.0,47.65,Alta
AST-1104,7,metalico,34.79483,-69.89859,1349.66,42.51,10.01,1.63,-74.67,0.202,0.255,0.751,5.36,140.2,17.8,17.23,Baixa
AST-1105,1,regolitho,-8.46125,146.66947,1877.07,54.88,8.85,2.602,-69.27,0.597,0.05,0.754,4.06,164.7,12.38,10.48,Baixa
AST-1106,27,metalico,10.41424,-145.62597,592.8,78.66,6.16,1.444,-55.28,0.586,0.84,0.756,7.25,100.6,18.03,78.25,Alta
AST-1107,26,regolitho,32.75347,76.32037,1358.07,66.58,9.16,1.698,-69.82,0.408,0.217,0.544,6.24,255.5,15.22,14.19,Baixa
AST-1108,25,cratera,-30.96793,82.03454,131.47,35.32,8.39,2.984,-70.02,0.518,0.097,0.801,3.86,139.4,17.47,29.72,Media
AST-1109,2,poeira_fina,29.60051,149.51755,1046.09,77.33,6.83,0.809,-86.28,0.449,0.329,0.732,4.11,144.6,13.17,29.68,Media
AST-1110,11,regolitho,4.7468,6.68901,750.73,61.87,6.26,1.379,-90.31,0.218,0.552,0.585,3.83,108.1,3.14,41.61,Media
AST-1111,30,regolitho,14.30778,-64.21596,2072.57,52.24,10.47,2.278,-56.3,0.195,0.311,0.751,4.81,89.8,9.96,4.56,Baixa
AST-1112,18,cratera,-24.55711,117.98664,677.65,75.44,10.65,2.368,-49.42,0.324,0.346,0.748,2.94,138.1,23.45,20.51,Baixa
AST-1113,4,basalto,2.33712,97.4917,330.88,58.99,5.09,3.035,-97.99,0.17,0.751,0.93,3.19,146.5,4.71,49.6,Alta
AST-1114,5,poeira_fina,12.14596,0.11362,208.9,41.02,6.07,0.772,-36.72,0.341,0.176,0.731,1.27,140.2,5.99,27.69,Baixa
AST-1115,8,poeira_fina,-3.06269,96.42866,763.99,95.26,7.82,0.733,-36.61,0.31,0.133,0.863,3.74,236.0,4.84,31.21,Media
AST-1116,30,regolitho,-24.15104,-83.56478,864.75,61.69,8.19,2.217,-30.71,0.185,0.458,0.942,5.79,138.1,12.07,23.53,Baixa
AST-1117,6,regolitho,-17.91166,32.22228,648.06,60.54,5.81,2.315,-49.6,0.104,0.192,0.721,4.09,140.3,20.82,21.1,Baixa
AST-1118,28,metalico,24.8075,131.46604,1377.83,54.71,11.63,1.438,-40.16,0.282,0.451,0.785,4.17,189.8,14.83,28.95,Media
AST-1119,21,cratera,-32.58703,-65.52558,1749.74,83.24,8.68,2.377,3.18,0.182,0.522,0.98,4.69,135.6,3.13,27.67,Baixa
AST-1120,28,poeira_fina,14.62035,-5.92201,588.02,52.55,8.09,2.193,-66.44,0.163,0.349,0.815,2.9,174.7,15.54,14.05,Baixa
AST-1121,25,gelo_suspeito,34.9573,162.37615,156.94,34.19,10.48,1.087,-87.28,0.605,0.521,0.831,4.34,74.7,7.91,60.57,Alta
AST-1122,10,regolitho,-34.47619,107.35626,925.07,49.78,6.17,1.141,-100.95,0.235,0.266,0.745,5.55,75.1,14.57,23.16,Baixa
AST-1123,25,metalico,-23.7268,139.33405,1581.28,85.88,7.43,1.708,-8.84,0.411,0.354,0.866,4.73,151.7,9.95,40.38,Media
AST-1124,6,regolitho,12.1901,-41.31106,589.96,76.98,4.16,2.356,-8.47,0.101,0.164,0.786,5.67,132.3,4.98,28.28,Media
AST-1125,9,cratera,-30.80064,178.74189,1083.92,57.41,6.9,1.658,-83.89,0.359,0.599,0.588,6.07,100.5,15.17,36.81,Media
AST-1126,7,basalto,6.2853,-125.07638,310.88,86.72,3.45,1.435,-78.36,0.187,0.444,0.751,5.23,151.7,7.91,48.73,Alta
AST-1127,4,basalto,12.88001,6.75741,909.83,75.46,8.8,1.405,-67.07,0.134,0.421,0.66,3.3,156.5,13.15,24.06,Baixa
AST-1128,3,gelo_suspeito,6.17024,-7.46158,1097.19,57.2,8.21,1.893,-23.72,0.611,0.354,0.802,3.82,106.0,4.8,51.65,Alta
AST-1129,6,gelo_suspeito,-9.43707,107.43559,927.35,59.01,6.55,1.562,-94.04,0.529,0.177,0.689,7.0,116.5,3.13,53.17,Alta
AST-1130,4,poeira_fina,13.80976,147.1024,2418.63,67.93,8.01,1.227,-113.07,0.197,0.394,0.843,4.74,156.9,16.12,10.82,Baixa
AST-1131,12,poeira_fina,6.60061,83.21018,1862.68,47.03,9.51,2.751,2.69,0.656,0.814,0.795,4.55,88.8,18.76,30.12,Media
AST-1132,3,basalto,-20.4654,45.65385,1216.29,62.08,4.87,1.23,-49.25,0.121,0.227,0.653,3.1,111.8,15.06,13.78,Baixa
AST-1133,2,regolitho,4.41949,-26.12549,1486.89,67.55,8.01,1.375,-45.28,0.314,0.678,0.736,4.17,174.4,6.46,27.82,Baixa
AST-1134,30,gelo_suspeito,26.73351,3.71733,905.51,31.63,8.69,0.766,-63.74,0.769,0.533,0.858,5.3,143.7,5.82,62.65,Alta
AST-1135,3,poeira_fina,11.67833,3.34811,727.5,58.59,3.1,1.138,-44.96,0.419,0.639,0.916,4.32,118.8,6.22,53.83,Alta
AST-1136,3,cratera,-1.97459,-172.66735,544.24,56.54,8.4,2.748,-100.4,0.084,0.777,0.691,3.57,95.3,21.7,32.02,Media
AST-1137,1,basalto,-12.48911,1.09649,305.27,80.51,3.04,1.812,-81.55,0.275,0.215,0.669,3.9,89.3,5.22,40.4,Media
AST-1138,4,cratera,-28.98797,128.14949,1917.44,28.8,7.61,2.74,-55.06,0.091,0.141,0.99,5.97,137.8,15.88,3.47,Baixa
AST-1139,16,regolitho,-17.8761,75.33864,2477.88,55.13,5.71,2.01,-121.58,0.786,0.5,0.789,5.23,256.4,15.46,34.84,Media
AST-1140,25,gelo_suspeito,-34.21693,106.4551,776.94,53.33,10.2,4.013,-66.47,0.854,0.505,0.8,5.05,176.1,19.66,51.44,Alta
AST-1141,23,cratera,34.06381,-39.4254,786.36,79.28,4.52,1.86,-68.2,0.224,0.186,0.709,4.92,71.7,21.06,32.03,Media
AST-1142,18,metalico,-19.42624,10.43037,1127.68,61.22,3.68,0.757,-66.48,0.294,1.0,0.814,2.64,183.9,14.8,66.86,Alta
AST-1143,3,metalico,22.04132,-167.94592,679.87,94.33,7.28,0.978,-73.43,0.078,0.7,0.979,4.68,103.3,0.72,53.85,Alta
AST-1144,24,metalico,-23.19486,-42.12074,338.82,73.92,5.83,1.143,-85.88,0.605,0.536,0.818,5.8,144.7,15.27,80.65,Alta
AST-1145,2,cratera,-15.14792,-9.21022,258.5,54.62,3.37,1.995,-109.02,0.224,0.155,0.907,3.93,112.6,16.65,31.48,Media
AST-1146,19,cratera,-5.72059,-88.1248,2423.39,66.31,9.39,2.435,-53.95,0.252,0.645,0.793,5.67,256.3,14.44,12.59,Baixa
AST-1147,13,gelo_suspeito,-12.2916,-168.75325,179.73,55.63,2.25,2.756,-66.4,0.566,0.788,0.677,5.06,82.6,20.54,77.72,Alta
AST-1148,27,metalico,20.88456,68.54692,951.41,77.47,4.9,3.136,-96.51,0.635,0.635,0.715,5.46,162.2,9.94,71.34,Alta
AST-1149,10,basalto,32.03854,-23.36841,202.62,38.02,5.38,1.968,-56.25,0.454,0.403,0.667,4.37,107.3,7.29,42.5,Media
AST-1150,20,poeira_fina,26.27061,-30.35585,704.15,47.17,8.77,4.111,-66.26,0.448,0.343,0.814,5.54,185.6,18.87,21.08,Baixa
AST-1151,14,regolitho,-24.24955,-90.00477,585.82,70.2,9.77,1.336,-70.91,0.25,0.494,0.925,2.25,161.1,8.16,39.39,Media
AST-1152,16,poeira_fina,19.36821,13.61894,233.9,84.06,9.09,0.752,-118.39,0.281,0.075,0.808,4.35,214.0,6.94,27.65,Baixa
AST-1153,29,regolitho,-24.64372,-22.31036,1153.84,22.36,6.99,2.519,-38.88,0.42,0.353,0.756,5.3,184.5,3.11,35.09,Media
AST-1154,22,regolitho,28.93668,-9.36559,319.34,86.74,1.39,0.686,-92.53,0.486,0.564,0.703,4.71,106.9,5.26,73.5,Alta
AST-1155,13,basalto,1.2515,29.11369,206.66,59.48,7.51,1.117,-56.23,0.188,0.24,0.829,5.83,305.4,5.86,32.36,Media
AST-1156,14,regolitho,-11.45332,-177.72313,1238.61,28.09,10.62,1.982,-80.63,0.435,0.63,0.654,4.08,175.5,15.35,20.23,Baixa
AST-1157,22,regolitho,-24.00822,146.77053,587.74,12.0,9.63,1.498,-68.88,0.367,0.798,0.665,3.53,114.7,3.87,30.92,Media
AST-1158,11,regolitho,-34.17336,-154.40854,423.16,34.47,7.82,1.439,-25.74,0.398,0.636,0.889,2.01,156.3,0.0,41.26,Media
AST-1159,6,cratera,-17.64371,-17.66709,1288.81,61.65,4.8,1.925,-43.11,0.682,0.379,0.759,3.92,179.7,15.53,48.51,Alta
AST-1160,15,metalico,28.9814,-105.34576,305.84,60.81,5.56,1.561,-26.36,0.096,0.799,0.757,5.02,177.6,6.56,54.91,Alta
AST-1161,3,regolitho,20.80835,8.56165,161.22,73.4,10.87,2.464,-48.75,0.157,0.268,0.771,5.37,172.3,10.89,15.5,Baixa
AST-1162,6,gelo_suspeito,32.88556,-79.11716,1675.92,52.11,4.58,1.582,-46.91,0.635,0.866,0.87,2.34,198.2,19.98,67.36,Alta
AST-1163,13,metalico,-27.94669,129.60234,2213.4,42.06,5.56,1.079,-107.87,0.261,0.522,0.808,5.95,192.7,11.5,36.62,Media
AST-1164,24,regolitho,6.45251,-37.31046,690.82,54.56,9.07,0.895,-66.89,0.666,0.761,0.708,2.94,98.4,21.57,41.77,Media
AST-1165,24,regolitho,-16.99947,49.952,29.88,62.6,5.57,1.089,-64.3,0.5,0.616,0.712,4.13,260.9,10.52,54.21,Alta
AST-1166,8,poeira_fina,3.00592,-90.4033,684.2,66.15,4.39,1.871,-23.74,0.3,0.204,0.769,3.5,253.3,18.05,25.7,Baixa
AST-1167,13,metalico,-12.56816,-173.01379,1337.3,47.8,10.82,1.831,-72.17,0.344,0.628,0.823,4.88,189.1,7.17,42.62,Alta
AST-1168,5,basalto,-15.15741,-34.50437,1569.4,78.23,8.64,1.094,-50.58,0.264,0.386,0.786,4.43,147.1,11.75,23.6,Baixa
AST-1169,23,metalico,5.16917,13.13514,335.76,50.81,5.9,0.58,-51.68,0.161,0.645,0.776,5.25,148.1,4.47,59.76,Alta
AST-1170,8,regolitho,-22.16773,-14.56303,609.18,46.35,4.41,1.895,-25.59,0.247,0.324,0.795,6.88,127.2,5.3,34.96,Media
AST-1171,24,cratera,-2.16066,166.32517,901.28,52.24,11.65,1.555,-61.74,0.359,0.333,0.786,4.86,134.3,14.5,26.68,Baixa
AST-1172,26,gelo_suspeito,10.55686,74.4621,1287.2,81.35,7.37,2.138,-34.82,0.545,0.455,0.704,3.49,25.0,1.7,55.52,Alta
AST-1173,21,regolitho,-26.02725,178.44113,1198.9,59.61,10.43,1.116,-105.74,0.302,0.714,0.912,4.95,229.2,12.12,14.07,Baixa
AST-1174,10,metalico,30.1416,-73.77837,1074.6,49.5,9.23,1.005,-103.19,0.642,0.363,0.737,7.02,209.8,8.88,48.42,Alta
AST-1175,29,basalto,0.40073,104.05918,1566.79,78.67,6.47,1.68,-121.93,0.054,0.158,0.804,5.22,52.8,12.64,18.36,Baixa
AST-1176,21,metalico,22.36696,20.00105,726.73,100.0,5.89,4.531,-35.99,0.018,0.439,0.563,5.62,193.9,1.81,37.68,Media
AST-1177,20,basalto,10.77338,40.23373,1928.57,65.77,11.06,2.197,-39.14,0.431,0.602,0.766,2.07,144.6,15.91,23.94,Baixa
AST-1178,26,cratera,14.70007,174.90715,498.95,84.21,10.07,2.813,-32.89,0.527,0.408,0.669,4.84,134.1,24.0,44.63,Alta
AST-1179,27,regolitho,15.12917,55.43539,1211.33,80.65,3.24,1.843,-76.97,0.143,0.191,0.682,3.92,172.1,21.41,14.74,Baixa
AST-1180,3,regolitho,26.25699,143.57408,555.0,51.1,8.11,0.713,-73.78,0.261,0.35,0.99,3.35,49.1,24.33,23.52,Baixa
AST-1181,27,metalico,7.95238,81.27008,698.12,62.48,6.73,0.946,-61.39,0.282,0.778,0.817,4.27,144.4,11.3,48.87,Alta
AST-1182,23,regolitho,-15.5248,-134.141,778.46,38.91,4.78,0.507,-17.58,0.23,0.188,0.925,4.45,149.4,8.53,18.75,Baixa
AST-1183,7,regolitho,-28.03432,71.79254,531.74,58.31,7.46,3.416,-10.57,0.144,0.39,0.884,3.43,149.4,14.41,13.14,Baixa
AST-1184,10,regolitho,7.43754,-5.64639,1610.93,50.73,4.68,3.118,-35.77,0.245,0.443,0.898,4.56,69.8,9.33,25.84,Baixa
AST-1185,23,regolitho,-30.3553,150.76728,575.36,54.75,5.88,1.872,-48.73,0.223,0.049,0.768,4.06,169.6,0.0,19.54,Baixa
AST-1186,7,metalico,-18.10946,110.4604,750.58,48.5,5.28,1.667,-20.61,0.613,0.884,0.967,5.28,203.3,16.74,70.96,Alta
AST-1187,14,cratera,-30.7505,-142.51151,1119.06,56.83,6.2,1.555,-65.16,0.341,0.665,0.883,4.62,167.4,13.3,41.57,Media
AST-1188,21,poeira_fina,3.42213,-131.79037,2800.0,71.58,8.34,1.421,-68.95,0.321,0.498,0.795,4.83,132.4,0.73,14.66,Baixa
AST-1189,20,regolitho,-23.77633,-154.94004,1146.31,59.85,5.08,3.513,-61.61,0.32,0.314,0.819,5.67,292.9,7.44,28.43,Media
AST-1190,28,gelo_suspeito,7.72851,-2.43185,797.77,28.44,10.53,1.664,-85.4,0.618,0.366,0.775,5.08,94.1,9.52,47.63,Alta
AST-1191,4,cratera,20.36056,-150.92217,135.37,48.57,7.68,2.182,-62.9,0.282,0.246,0.796,4.29,187.5,15.06,33.38,Media
AST-1192,9,cratera,22.53165,80.5242,684.85,34.65,10.94,1.265,-89.29,0.182,0.489,0.785,1.38,158.4,14.35,7.08,Baixa
AST-1193,30,poeira_fina,-13.33195,18.84909,462.6,66.39,6.48,2.919,-29.3,0.435,0.589,0.832,5.02,255.7,20.58,40.3,Media
AST-1194,18,poeira_fina,3.42682,120.91861,603.26,71.06,5.72,1.52,-42.78,0.358,0.24,0.981,3.02,166.3,1.98,34.13,Media
AST-1195,8,poeira_fina,4.41075,-79.27352,546.39,66.62,10.76,0.711,-17.97,0.117,0.407,0.657,4.18,178.1,9.93,16.2,Baixa
AST-1196,9,regolitho,-1.8979,6.89068,1111.63,47.83,6.02,1.035,-103.62,0.52,0.346,0.916,4.82,172.8,4.85,44.96,Alta
AST-1197,11,regolitho,10.85797,-137.70731,674.44,66.44,6.59,0.883,-4.75,0.171,0.538,0.749,6.17,86.8,19.79,32.52,Media
AST-1198,17,gelo_suspeito,-20.2939,138.4596,380.66,53.54,8.36,1.478,-102.03,0.629,0.532,0.93,6.88,97.2,7.07,75.71,Alta
AST-1199,9,cratera,33.54703,-116.99821,1373.95,41.51,4.76,2.419,-91.55,0.512,0.401,0.753,3.01,129.8,11.27,29.92,Media
AST-1200,19,gelo_suspeito,-28.13441,-143.14959,279.27,75.35,8.26,1.251,-75.38,0.947,0.195,0.835,2.46,197.7,18.35,67.56,Alta
